rank,outreach_score,tier,industry_fit,business,niche,city,phone,email,why_warm,pitch,website,id
3469,44,C,medium,Ampm,convenience store,Willits,(707) 459-3000,,Has a site; has phone,"Hi, I help Willits convenience stores like Ampm get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.ampm.com,fb0af115-fea9-40f1-b9b1-065ef57cfccb
3470,44,C,medium,Circle K,convenience store,Ukiah,(707) 489-8722,,Has a site; has phone,"Hi, I help Ukiah convenience stores like Circle K get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.circlek.com/us/great-lakes,c0edc0ed-cedd-489d-ad36-1279ae0f4679
3471,44,C,medium,Circle K,convenience store,Willits,(707) 459-2911,,Has a site; has phone,"Hi, I help Willits convenience stores like Circle K get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.circlek.com/us/great-lakes,7a359744-6e76-4e55-a8b9-b8123be5373c
3472,44,C,medium,Kwik Pik Market,convenience store,Ukiah,(707) 462-8285,,Has a site; has phone,"Hi, I help Ukiah convenience stores like Kwik Pik Market get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://locator.chase.com/california/ukiah/95482/vs029822,f07839d7-d79f-4e77-8675-1fee0336cddb
3473,44,C,medium,The Peg House,convenience store,Leggett,(707) 925-6444,,Has a site; has phone,"Hi, I help Leggett convenience stores like The Peg House get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.thepeghouse.net/,f8316aff-62c3-4b8c-b03e-6861f4a16c6b
3474,44,C,medium,ampm,convenience store,Ukiah,(707) 462-1969,,Has a site; has phone,"Hi, I help Ukiah convenience stores like ampm get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.ampm.com/,c4b82f8a-e8c7-4c1d-90c0-47d1b2b3de1a
3475,44,C,medium,Chris Andersen - State Farm Insurance Agent,corporate office,Cloverdale,(707) 894-8800,,Has a site; has phone,"Hi, I help Cloverdale corporate offices like Chris Andersen - State Farm Insurance Agent get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.statefarm.com/agent/US/CA/Cloverdale/Chris-Andersen-P1KMQ1YS000,325bca48-4978-47cc-ae77-9de888fcad15
3476,44,C,medium,Northwestern Mutual,corporate office,Willits,(707) 513-5560,,Has a site; has phone,"Hi, I help Willits corporate offices like Northwestern Mutual get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.northwesternmutual.com/,8ed00609-7bd4-4cdc-80bf-ac9ab2758863
3477,44,C,medium,Beverly's Fabric & Crafts,craft shop,Ukiah,(707) 462-0750,,Has a site; has phone,"Hi, I help Ukiah craft shops like Beverly's Fabric & Crafts get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.beverlys.com/ukiah-store,180f4a6a-1e06-4eef-bee5-f680cdfb00e8
3478,44,C,medium,our yoga center,dance school,Willits,(707) 841-6100,,Has a site; has phone,"Hi, I help Willits dance schools like our yoga center get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.ouryogacenter.com,44692aa6-602a-4048-b136-2aa28b7271c1
3479,44,C,medium,Imaging Services: Adventist Health Ukiah Valley,diagnostic imaging,Ukiah,(707) 463-7342,,Has a site; has phone,"Hi, I help Ukiah diagnostic imagings like Imaging Services: Adventist Health Ukiah Valley get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://adventisthealth.org/locations/detail/imaging-services-adventist-health-ukiah-valley/,2022e110-87b3-47ca-aaca-06179e10f3fa
3480,44,C,medium,DaVita Lakeport Dialysis Center,dialysis clinic,Lakeport,(866) 544-6741,,Has a site; has phone,"Hi, I help Lakeport dialysis clinics like DaVita Lakeport Dialysis Center get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.davita.com/locations/ca/lakeport/244-peckham-ct--871,23a0d6d3-1f39-4740-84f3-19239a71e1c0
3481,44,C,medium,Big Lots,discount store,Ukiah,(707) 467-1824,,Has a site; has phone,"Hi, I help Ukiah discount stores like Big Lots get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",local.biglots.com,053fe491-849a-4047-82f3-a36fc0761494
3482,44,C,medium,Kmart,discount store,Lakeport,(707) 263-9305,,Has a site; has phone,"Hi, I help Lakeport discount stores like Kmart get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.kmart.com/stores/california/lakeport/4819.html,7177d670-45b1-477d-8cb8-65dc52fd33b3
3483,44,C,medium,Jim's Pumps,distribution services,Upper Lake,(707) 349-2277,,Has a site; has phone,"Hi, I help Upper Lake distribution servicess like Jim's Pumps get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://jimspumps.com/,8546f352-87b5-44ad-8157-3fc76112781c
3484,44,C,medium,"Amber Gilmore, MD",doctor,Ukiah,(707) 463-7495,,Has a site; has phone,"Hi, I help Ukiah doctors like Amber Gilmore, MD get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://doctors.adventisthealth.org/provider/Amber+Heckart+Gilmore/1631098,aee16365-8b96-4c8d-828a-a405a6d5037d
3485,44,C,medium,"Andy Coren, M.D.",doctor,Ukiah,(707) 463-3663,,Has a site; has phone,"Hi, I help Ukiah doctors like Andy Coren, M.D. get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.andycoren.familydoctors.net,34271b8d-ff35-4e37-a046-c6b5db1d6ccf
3486,44,C,medium,"Anna Antonowich, FNP",doctor,Ukiah,(707) 463-7627,,Has a site; has phone,"Hi, I help Ukiah doctors like Anna Antonowich, FNP get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://doctors.adventisthealth.org/provider/Anna+Marie+Antonowich/1861329,c9132ca9-7d3e-4337-b5da-42541135e10a
3487,44,C,medium,Eleisha Flanagan,doctor,Lakeport,(707) 263-8955,,Has a site; has phone,"Hi, I help Lakeport doctors like Eleisha Flanagan get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.lakeportdermatology.com/,e9dd6a4b-7c16-41f6-9212-607689575076
3488,44,C,medium,"Eric Bauer, MD",doctor,Ukiah,(707) 467-4327,,Has a site; has phone,"Hi, I help Ukiah doctors like Eric Bauer, MD get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://doctors.adventisthealth.org/provider/Eric+J+Bauer/2688312,e7a14d26-ecc1-44dc-81b0-7e5cbfdb6851
3489,44,C,medium,"Eric Kim, MD",doctor,Kelseyville,(707) 279-8813,,Has a site; has phone,"Hi, I help Kelseyville doctors like Eric Kim, MD get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://doctors.adventisthealth.org/provider/Eric+Eui-Ho+Kim/1338669,22c70f45-31bd-4bc3-b30b-535491b43337
3490,44,C,medium,Family Medicine: Adventist Health,doctor,Fort Bragg,(707) 964-0259,,Has a site; has phone,"Hi, I help Fort Bragg doctors like Family Medicine: Adventist Health get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://adventisthealth.org/locations/detail/family-medicine-adventist-health-4272/,942b127f-93cf-40d1-adc1-bf56baf0b393
3491,44,C,medium,"Jodi Parungao, MD",doctor,Ukiah,(707) 463-7495,,Has a site; has phone,"Hi, I help Ukiah doctors like Jodi Parungao, MD get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://doctors.adventisthealth.org/provider/Jodi+L+Parungao/1340187,83c9af02-6633-417d-a680-1e96786c15cc
3492,44,C,medium,Planned Parenthood - Ukiah Health Center,doctor,Ukiah,(707) 462-4303,,Has a site; has phone,"Hi, I help Ukiah doctors like Planned Parenthood - Ukiah Health Center get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.plannedparenthood.org/health-center/california/ukiah/95482/ukiah-health-center-4034-90200?utm_campaign=ukiah-health-center&utm_medium=organic&utm_source=bing-local-listing,4bda8010-d292-413c-b43b-8f7b3edfb804
3493,44,C,medium,Primary Care: Adventist Health,doctor,Ukiah,(707) 467-4327,,Has a site; has phone,"Hi, I help Ukiah doctors like Primary Care: Adventist Health get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.adventisthealth.org/ukiah-valley/locations/primary-care-adventist-health-260-hospital-drive-suite-204/,9b8c2955-1954-48b1-9090-c960470498eb
3494,44,C,medium,Primary Care: Adventist Health Ukiah Valley,doctor,Ukiah,(707) 467-4327,,Has a site; has phone,"Hi, I help Ukiah doctors like Primary Care: Adventist Health Ukiah Valley get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.adventisthealth.org/ukiah-valley/locations/primary-care-adventist-health-ukiah-valley/,fda16200-a2e4-42f5-99ab-cc5f199c0228
3495,44,C,medium,Simon Faith Fnp,doctor,Fort Bragg,(707) 964-5696,,Has a site; has phone,"Hi, I help Fort Bragg doctors like Simon Faith Fnp get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://mcdh.org,c0a20ddd-93da-463d-827c-fb30c3d791a2
3496,44,C,medium,Sonoma County Orthopedic & Podiatric Specialists,doctor,Ukiah,(707) 462-4136,,Has a site; has phone,"Hi, I help Ukiah doctors like Sonoma County Orthopedic & Podiatric Specialists get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://balancehealth.com/location/sonoma-county-orthopedic-podiatric-specialists-ukiah-ca/,e0877c57-97b8-4730-9cb3-c304e6424df8
3497,44,C,medium,Ukiah Valley Rural Health Center,doctor,Ukiah,(707) 463-8032,,Has a site; has phone,"Hi, I help Ukiah doctors like Ukiah Valley Rural Health Center get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.adventisthealth.org,0f761085-a210-4825-b8ff-0e439a4eb7f2
3498,44,C,medium,Ukiah Valley Rural Health Center Lakeport,doctor,Lakeport,(707) 463-7682,,Has a site; has phone,"Hi, I help Lakeport doctors like Ukiah Valley Rural Health Center Lakeport get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://adventisthealth.org/,14768440-1f6e-4596-bdda-947a9f1df261
3499,44,C,medium,Vance Stephen MD,doctor,Ukiah,(707) 468-1010,,Has a site; has phone,"Hi, I help Ukiah doctors like Vance Stephen MD get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.mchcinc.org,d5fff4f2-d8b1-46e6-bbd8-1b905f3b8bba
3500,44,C,medium,tradional healing arts,doctor,Cloverdale,(707) 894-5313,,Has a site; has phone,"Hi, I help Cloverdale doctors like tradional healing arts get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.traditionalhealingarts.com,b464f669-042b-4da0-8976-dc2ec272828b
3501,44,C,medium,Rite Aid,drugstore,Ukiah,(707) 462-6850,,Has a site; has phone,"Hi, I help Ukiah drugstores like Rite Aid get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.riteaid.com/store-details?storeNumber=6033,d553c4d5-1531-4f63-91ac-b09eb232ed48
3502,44,C,medium,Eagle Creek,education,Cloverdale,(707) 894-1900,,Has a site; has phone,"Hi, I help Cloverdale educations like Eagle Creek get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.cusd.org,e04b2239-0088-4e3d-a829-e24b3deb75cb
3503,44,C,medium,George Petersen Insurance Agency,education,Fort Bragg,(707) 964-1271,,Has a site; has phone,"Hi, I help Fort Bragg educations like George Petersen Insurance Agency get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.gpins.com/,60829f9f-544f-466b-ba26-43e9135f81ea
3504,44,C,medium,George Petersen Insurance Agency,education,Gualala,(707) 884-3628,,Has a site; has phone,"Hi, I help Gualala educations like George Petersen Insurance Agency get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.gpins.com/,77b7511e-e676-4bcf-97ea-a9b4c928634b
3505,44,C,medium,Hopland Education Department,education,Hopland,(707) 472-2100,,Has a site; has phone,"Hi, I help Hopland educations like Hopland Education Department get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://hoplandtribe.com,ab860aa4-9dd2-4673-ad29-d8ab91ab23f9
3506,44,C,medium,MCI Transformer Corp,electronics,Willits,(707) 459-5994,,Has a site; has phone,"Hi, I help Willits electronicss like MCI Transformer Corp get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://mcitransformer.com/,03612adb-a29d-4a3e-8588-6ff998ac11a2
3507,44,C,medium,The Village Mac Store,electronics,Mendocino,(707) 202-6162,,Has a site; has phone,"Hi, I help Mendocino electronicss like The Village Mac Store get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://macdaddymilo.com,1fb2cec7-40dc-4a7c-8bf1-14784a2fdb61
3508,44,C,medium,"Ronald Batin, MD",emergency medicine,Ukiah,(707) 467-3189,,Has a site; has phone,"Hi, I help Ukiah emergency medicines like Ronald Batin, MD get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://doctors.adventisthealth.org/provider/Ronald+S+Batin/1341662,af1cfa9f-a5cb-434a-bec7-862992c1b36c
3509,44,C,medium,Gaia Energy Systems,energy equipment and solution,Willits,(707) 456-0881,,Has a site; has phone,"Hi, I help Willits energy equipment and solutions like Gaia Energy Systems get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://gaiaenergysystems.com/,6010c823-a601-4904-bfef-da5f46485f58
3510,44,C,medium,LACO Associates,engineering services,Ukiah,(707) 462-0222,,Has a site; has phone,"Hi, I help Ukiah engineering servicess like LACO Associates get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://lacoassociates.us/,6dcc8488-3d1e-4b6f-987d-b90a2ce80df4
3511,44,C,medium,Solar Living Institute,environmental conservation and ecological organizations,Hopland,(707) 472-2403,,Has a site; has phone,"Hi, I help Hopland environmental conservation and ecological organizationss like Solar Living Institute get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://solarliving.org/,922d65cf-14d2-48ce-b5dc-15f0d76e2715
3512,44,C,medium,J Arena,equestrian facility,Ukiah,(707) 467-9462,,Has a site; has phone,"Hi, I help Ukiah equestrian facilitys like J Arena get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.jarena.org,fae75950-1750-4ea0-a895-7ededf74cf5a
3513,44,C,medium,Rivian Adventure Network,ev charging station,Ukiah,(888) 748-4261,,Has a site; has phone,"Hi, I help Ukiah ev charging stations like Rivian Adventure Network get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://rivian.com/experience/charging?utm_medium=local-listing&utm_source=bing&utm_campaign=yext&utm_content=RAN04,e9979702-00cb-4c0e-ba9c-0d3a00576e27
3514,44,C,medium,Shell Recharge,ev charging station,Leggett,(888) 895-0027,,Has a site; has phone,"Hi, I help Leggett ev charging stations like Shell Recharge get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://find.shell.com/us/fuel/13048003-66150-drive-thru-tree-rd/en_US,03d18f4f-17ef-40cd-bc18-28f6e68038fc
3515,44,C,medium,Seamqueen,fabric store,Willits,(707) 367-6182,,Has a site; has phone,"Hi, I help Willits fabric stores like Seamqueen get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://seamqueen.blog,e1b546ce-237a-4e07-afa4-c8f6da004c36
3516,44,C,medium,Pleasant View Dairy,farm,Ukiah,(707) 462-5260,,Has a site; has phone,"Hi, I help Ukiah farms like Pleasant View Dairy get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.cloverpetaluma.com/,ec7bc0ed-365c-4e57-82ab-2809405062df
3517,44,C,medium,Gowan's Oak Tree,farmers market,Philo,(707) 895-3353,,Has a site; has phone,"Hi, I help Philo farmers markets like Gowan's Oak Tree get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://gowansoaktree.com/,04537469-b286-41c3-b63e-a087c0fc8899
3518,44,C,medium,Nor Cal Soil Builders,farmers market,Kelseyville,(707) 263-4431,,Has a site; has phone,"Hi, I help Kelseyville farmers markets like Nor Cal Soil Builders get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://norcalsoilbuilders.com/,884e6adb-8df3-4675-9547-861e26becd90
3519,44,C,medium,Arrow Fencing,fence and gate sales service,Redwood Valley,(707) 485-1128,,Has a site; has phone,"Hi, I help Redwood Valley fence and gate sales services like Arrow Fencing get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.arrowfencingca.com/,ebfb85e7-e2ef-4c60-b636-1f7f9c18207f
3520,44,C,medium,Gonzalez Fence Co.,fence and gate sales service,Cloverdale,(707) 217-4322,,Has a site; has phone,"Hi, I help Cloverdale fence and gate sales services like Gonzalez Fence Co. get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.cloverdalefencecompany.com/,898dfb14-6e0e-41cc-bd46-3c7fe07cb44a
3521,44,C,medium,Redwood Restoration Inc.,fire and water damage restoration,Ukiah,(707) 376-9557,,Has a site; has phone,"Hi, I help Ukiah fire and water damage restorations like Redwood Restoration Inc. get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://redwoodhelp.com/,6fb6baee-13a9-4f1e-aa9c-75abca980832
3522,44,C,medium,West Coast Fire & Water,fire and water damage restoration,Ukiah,(707) 462-5326,,Has a site; has phone,"Hi, I help Ukiah fire and water damage restorations like West Coast Fire & Water get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.westcoastfireandwater.com/,3f56e8cc-941b-46cf-894a-104d208944b8
3523,44,C,medium,Potter Valley Fire Department,fire department,Potter Valley,(707) 743-1415,,Has a site; has phone,"Hi, I help Potter Valley fire departments like Potter Valley Fire Department get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.cityofgrassvalley.com,d6c6aac5-de30-4428-bb2c-cfa286da09f0
3524,44,C,medium,B & E Ranch & Timber,forestry service,Potter Valley,(707) 743-1872,,Has a site; has phone,"Hi, I help Potter Valley forestry services like B & E Ranch & Timber get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.exxon.mobil.com,be9e9ab7-720a-4a94-b406-7dbc1ecc7ad0
3525,44,C,medium,Dimmick J T Forest Company,forestry service,Piercy,(707) 247-3316,,Has a site; has phone,"Hi, I help Piercy forestry services like Dimmick J T Forest Company get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://maxsea-plant-food.com,c8c71a0c-62f4-455b-91f2-6f944ea860c9
3526,44,C,medium,Orsi Transport,freight and cargo service,Redwood Valley,(707) 485-8411,,Has a site; has phone,"Hi, I help Redwood Valley freight and cargo services like Orsi Transport get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://orsipr.com,a6682476-df1d-4077-b404-13e821dbcfc4
3527,44,C,medium,Fred Young Funeral Home | Cremation and Funeral Services,funeral services and cemeteries,Cloverdale,(707) 894-2540,,Has a site; has phone,"Hi, I help Cloverdale funeral services and cemeteriess like Fred Young Funeral Home | Cremation and Funeral Services get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://srmel.com/?utm_source=GMB&utm_medium=organic&utm_campaign=cloverdale,84680b79-9209-47bf-86d9-a9ab90203d8b
3528,44,C,medium,Experts Garage Door Repair Installation Process,garage door service,Ukiah,(888) 806-5616,,Has a site; has phone,"Hi, I help Ukiah garage door services like Experts Garage Door Repair Installation Process get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.homedepotdoorsinstallation.com/,ac53fef9-65c9-4c88-b48f-42e0235b37b2
3529,44,C,medium,Brian Ingram Excavating Service,garbage collection service,Redwood Valley,(707) 485-7403,,Has a site; has phone,"Hi, I help Redwood Valley garbage collection services like Brian Ingram Excavating Service get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.pels.ca.gov,4f3be875-3ce7-4d68-834d-570535c0f52b
3530,44,C,medium,Mendo Junk Removal,garbage collection service,Ukiah,(707) 318-7339,,Has a site; has phone,"Hi, I help Ukiah garbage collection services like Mendo Junk Removal get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://mendojunkremoval.com/,c50a89a1-b290-46a7-b233-d98f86c16785
3531,44,C,medium,Sienna Waste Solutions,garbage collection service,Lakeport,(707) 263-7682,,Has a site; has phone,"Hi, I help Lakeport garbage collection services like Sienna Waste Solutions get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.candswaste.com,d41777d5-e589-4f3f-8c05-d205f71ac536
3532,44,C,medium,South Coast Transfer Station,garbage collection service,Gualala,(707) 489-8018,,Has a site; has phone,"Hi, I help Gualala garbage collection services like South Coast Transfer Station get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://candswaste.com/,e4ed17ec-ddde-4d13-9672-9fa4722e81a8
3533,44,C,medium,Stericycle,garbage collection service,Lakeport,(866) 783-6188,,Has a site; has phone,"Hi, I help Lakeport garbage collection services like Stericycle get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.stericycle.com/en-us/service-locations/california/lakeport,0158d2ae-317f-476a-84a6-8d5bb853b62d
3534,44,C,medium,Ukiah Solid Waste,garbage collection service,Ukiah,(707) 462-8621,,Has a site; has phone,"Hi, I help Ukiah garbage collection services like Ukiah Solid Waste get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://cityofukiah.com/solid-waste-disposal/,d00723ac-cf22-41d8-b62f-806a8b673964
3535,44,C,medium,ARCO,gas station,Ukiah,(707) 462-1969,,Has a site; has phone,"Hi, I help Ukiah gas stations like ARCO get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.arco.com/en-us/northwest/,cdba5699-ecc0-4d01-b41d-2e3cb39d3a0a
3536,44,C,medium,BP,gas station,Ukiah,(707) 463-1044,,Has a site; has phone,"Hi, I help Ukiah gas stations like BP get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.bp.com/,19df8b05-411d-4412-a9c1-105cd40ba8d0
3537,44,C,medium,Blue Star Gas- Lake Co.,gas station,Upper Lake,(707) 275-2100,,Has a site; has phone,"Hi, I help Upper Lake gas stations like Blue Star Gas- Lake Co. get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://bluestargas.com/,336f5ca2-1297-406a-a9af-8e755b8256f6
3538,44,C,medium,Patriot Gasoline,gas station,Willits,(707) 459-2328,,Has a site; has phone,"Hi, I help Willits gas stations like Patriot Gasoline get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://patriotgasstations.com,3286a891-171c-4e68-9d51-e04ca449f2d6
3539,44,C,medium,Red Rino Express,gas station,Fort Bragg,(707) 964-5157,,Has a site; has phone,"Hi, I help Fort Bragg gas stations like Red Rino Express get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://76.com,296c1c1c-aebc-4395-aa5c-d22d49ce337a
3540,44,C,medium,Sinclair Gas Station,gas station,Ukiah,(707) 462-4150,,Has a site; has phone,"Hi, I help Ukiah gas stations like Sinclair Gas Station get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://stations.sinclairoil.com/ca/ukiah/1550-s.-state-street,b6af4f46-5caf-44cd-b198-3248dfb756c9
3541,44,C,medium,"Razi Arifuddin, MD",gastroenterologist,Ukiah,(707) 463-7356,,Has a site; has phone,"Hi, I help Ukiah gastroenterologists like Razi Arifuddin, MD get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://doctors.adventisthealth.org/provider/Razi+M+Arifuddin/1775171,65f54406-c51f-4792-9ef9-5681003037b4
3542,44,C,medium,Caputo's Pawn,gold buyer,Redwood Valley,(707) 272-3275,,Has a site; has phone,"Hi, I help Redwood Valley gold buyers like Caputo's Pawn get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://caputospawn.com/,43df18f3-b684-4cc9-b895-195c88acc525
3543,44,C,medium,The Coin Shop,gold buyer,Ukiah,(707) 468-0640,,Has a site; has phone,"Hi, I help Ukiah gold buyers like The Coin Shop get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://thecoinshopca.com/,aab04f3a-6198-4926-9264-b345ebe13fb9
3544,44,C,medium,IDEAL Technology Services & Solutions,graphic designer,Gualala,(707) 412-8004,,Has a site; has phone,"Hi, I help Gualala graphic designers like IDEAL Technology Services & Solutions get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.idealhq.com/,710e3fb8-c9eb-4a9a-bd06-ef83819692a9
3545,44,C,medium,Ricciardi Designs,graphic designer,Mendocino,(707) 937-2575,,Has a site; has phone,"Hi, I help Mendocino graphic designers like Ricciardi Designs get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.ricciardidesigns.com/,2e0cfb60-a547-4187-be5c-536173aa481e
3546,44,C,medium,Kelseyville Food Center,grocery store,Kelseyville,(707) 279-4492,,Has a site; has phone,"Hi, I help Kelseyville grocery stores like Kelseyville Food Center get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://kelseyville-center.poi.place,71ef8b84-60ad-433e-8ae3-e09903449147
3547,44,C,medium,Goodall Guitars,guitar store,Fort Bragg,(707) 962-1620,,Has a site; has phone,"Hi, I help Fort Bragg guitar stores like Goodall Guitars get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://goodallguitars.com,3b3c2edd-14eb-4c75-900f-b9e9ed382164
3548,44,C,medium,Bonnie Belt Studio,handicraft shop,Willits,(707) 506-9035,,Has a site; has phone,"Hi, I help Willits handicraft shops like Bonnie Belt Studio get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.bonniebelt.com/,7ea2b1d1-8e58-4b2d-85c9-336fee7a5041
3549,44,C,medium,Mendo Mill & Lumber Co,hardware store,Fort Bragg,(707) 964-0215,,Has a site; has phone,"Hi, I help Fort Bragg hardware stores like Mendo Mill & Lumber Co get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.mendomill.com,18d77c22-8676-4311-a510-52fbde625364
3550,44,C,medium,Adventist Health Medical Office - Lakeport,health and medical,Lakeport,(707) 463-7682,,Has a site; has phone,"Hi, I help Lakeport health and medicals like Adventist Health Medical Office - Lakeport get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://adventisthealth.org/,a506cd1b-d197-4152-9bf2-e969b330f9da
3551,44,C,medium,Northern California Medical Associates,health and medical,Lakeport,(707) 262-5088,,Has a site; has phone,"Hi, I help Lakeport health and medicals like Northern California Medical Associates get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.sutterlakeside.org/richelle-gaiter.html,6926eafc-d40d-48b5-86a9-fcd00b8440c1
3552,44,C,medium,Potter Valley Community Health Center,health and medical,Potter Valley,(707) 743-1188,,Has a site; has phone,"Hi, I help Potter Valley health and medicals like Potter Valley Community Health Center get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.pottervalleybible.com,d1b94fb7-0912-4a77-91bd-f949430b158c
3553,44,C,medium,Trumpet Behavioral Health,health and medical,Ukiah,(707) 462-2388,,Has a site; has phone,"Hi, I help Ukiah health and medicals like Trumpet Behavioral Health get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.tbh.com/locations/ukiah-ca/,080bc0c1-1350-467d-b008-f6bcad3ea091
3554,44,C,medium,Colleen Black NP,health consultant,Ukiah,(707) 463-8000,,Has a site; has phone,"Hi, I help Ukiah health consultants like Colleen Black NP get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.adventisthealth.org/provider/colleen-rae-black-np,b2982467-3b4f-4d67-b21e-f4d72809a347
